시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,서울가정의학과의원,20080404,운영중,,0,,1,0,"가정의학과, 마취통증의학과, 안과, 외과, 정형외과, 비뇨기과, 피부과, 이비인후과, 소아청소년과, 내과",175,경기도 가평군 가평읍 가화로 121,경기도 가평군 가평읍 읍내리 470번지 6호,477805,37.8305362217,127.5132388213
가평군,늘푸른의원,20180209,운영중,,0,,1,0,"내과, 신경과, 외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 가정의학과",246.4,"경기도 가평군 설악면 신천중앙로 118, 2층",경기도 가평군 설악면 신천리 435번지 14호,12465,37.6780590054,127.4909276543
가평군,서울정형외과의원,20170227,운영중,,0,,1,0,정형외과,182,경기도 가평군 가평읍 가화로 118 (하나로약국),경기도 가평군 가평읍 읍내리 473-1번지 하나로약국,12419,37.8302116880,127.5137614944
가평군,성모의원,19910529,운영중,,0,,1,0,"성형외과, 재활의학과, 진단검사의학과, 영상의학과, 비뇨기과, 소아청소년과, 피부과, 정형외과, 외과, 신경과, 내과, 신경외과",501,경기도 가평군 가평읍 가화로 75,경기도 가평군 가평읍 대곡리 232번지,477804,37.8264710884,127.5148857510
가평군,성민의원,19920213,운영중,,0,,1,0,"정형외과, 신경과, 재활의학과, 비뇨기과, 외과, 피부과, 소아청소년과, 이비인후과, 내과, 마취통증의학과",263,"경기도 가평군 청평면 청평중앙로 47, 2,3층",경기도 가평군 청평면 청평리 465번지 5호,477815,37.7380879584,127.4197241623
가평군,김외과의원,19960423,운영중,,0,,2,0,"신경과, 비뇨기과, 이비인후과, 피부과, 정형외과, 소아청소년과, 외과, 내과",393,경기도 가평군 조종면 현창로 39 (김의과의원),경기도 가평군 조종면 현리 410번지 15호,12437,37.8183253723,127.3481369752
가평군,현리 김창선의원,19990115,운영중,,0,,3,0,"결핵과, 외과, 비뇨기과, 피부과, 이비인후과, 소아청소년과, 내과",170.98,경기도 가평군 조종면 현창로38번길 4-1 (서울프라자약국),경기도 가평군 조종면 현리 265번지 2호 3층,12437,37.8185335078,127.3487841781
가평군,강현철의원,20000315,운영중,,0,,1,0,"내과, 안과, 산부인과, 이비인후과, 신경외과, 영상의학과, 피부과, 재활의학과, 비뇨기과, 소아청소년과, 정형외과, 외과",180.79,경기도 가평군 청평면 청평중앙로 51,경기도 가평군 청평면 청평리 465번지 8호,477815,37.7382233121,127.4199510089
가평군,임내과의원,20020629,운영중,,0,,1,0,"피부과, 이비인후과, 소아청소년과, 내과",264,"경기도 가평군 가평읍 연인1길 1, 2층",경기도 가평군 가평읍 읍내리 476번지 7호 2층,477805,37.8293554470,127.5136817902
가평군,청평연세의원,20040611,운영중,,0,,1,0,"영상의학과, 이비인후과, 비뇨기과, 피부과, 소아청소년과, 정형외과, 내과, 가정의학과",142.6,경기도 가평군 청평면 청평중앙로 62,경기도 가평군 청평면 청평리 432번지 16호,477815,37.7384944990,127.4211197341
가평군,우리들의원,20050601,운영중,,0,,2,0,"성형외과, 외과, 비뇨기과, 피부과, 정형외과, 이비인후과, 소아청소년과, 내과",345,경기도 가평군 설악면 신천중앙로88번길 1,경기도 가평군 설악면 신천리 120번지 1호,477853,37.6769054743,127.4937515283
가평군,새희망마취통증의학과의원,20050603,운영중,,0,,2,0,"이비인후과, 정형외과, 소아청소년과, 외과, 내과, 마취통증의학과",296,경기도 가평군 가평읍 가화로 113-1,경기도 가평군 가평읍 읍내리 468번지 21호,477805,37.8298241705,127.5133409670
가평군,유성소아청소년과의원,20051223,운영중,,0,,1,0,"내과, 이비인후과, 피부과, 소아청소년과",120,경기도 가평군 가평읍 연인길 2,경기도 가평군 가평읍 읍내리 476번지 4호,477805,37.8285892867,127.5140339163
가평군,연세안과의원,20070827,운영중,,0,,1,0,안과,145,경기도 가평군 가평읍 가화로 118,경기도 가평군 가평읍 읍내리 473번지 1호,477805,37.8302116880,127.5137614944
가평군,설악의원,20080527,운영중,,17,,1,7,"성형외과, 정형외과, 피부과, 비뇨의학과, 외과, 이비인후과, 소아청소년과, 내과",412,경기도 가평군 설악면 한서로 9,경기도 가평군 설악면 신천리 121번지 2호,477853,37.6767162515,127.4949762930
가평군,평온의원,20100219,운영중,,29,,3,12,"내과, 정신건강의학과",325.29,경기도 가평군 북면 화악산로 992-7,경기도 가평군 북면 화악리 825번지 1호,477843,37.9418239019,127.5391502701
가평군,가평성심의원,20050930,폐업 등,20120201,29,,5,8,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨기과, 재활의학과, 가정의학과",1142,경기도 가평군 가평읍 가화로 47,경기도 가평군 가평읍 대곡리 189번지 3호,477804,37.8241005460,127.5154988650
가평군,가평성심의원,20120201,폐업 등,20151224,29,,9,7,"외과, 마취통증의학과, 신경외과, 비뇨기과, 피부과, 소아청소년과, 정형외과, 이비인후과, 가정의학과, 재활의학과, 내과",1068,경기도 가평군 가평읍 가화로 47,경기도 가평군 가평읍 대곡리 189번지 3호,477804,37.8241005460,127.5154988650
고양시,쿨맨남성의원,20170501,운영중,,0,,1,0,비뇨기과,132.72,"경기도 고양시 일산동구 일산로 46, 406호 (백석동, 남정씨티프라자)",경기도 고양시 일산동구 백석동 1308번지,10449,37.6423442708,126.7879035396
고양시,고려튼튼정형외과의원,20160128,운영중,,26,,1,8,"정형외과, 신경외과, 마취통증의학과, 재활의학과",699.74,"경기도 고양시 덕양구 통일로 760, 304,305,316호 (관산동, 더퍼스트프라임)",경기도 고양시 덕양구 관산동 1015번지 더퍼스트프라임,10285,37.6878475275,126.8660670827
고양시,연세참마취통증의학과의원,20150907,운영중,,1,,2,1,"피부과, 가정의학과, 내과, 재활의학과, 신경외과, 정형외과, 마취통증의학과",149.4,"경기도 고양시 덕양구 혜음로 21, 3층 (고양동)",경기도 고양시 덕양구 고양동 231번지 1호,10275,37.7025445468,126.9016075756
고양시,더편한 정형외과의원,20160616,운영중,,0,,1,0,"내과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과",271.47,"경기도 고양시 덕양구 행신로 268, 4층 401호 (행신동, 애담메디칼타워)",경기도 고양시 덕양구 행신동 1081번지 1호 애담메디칼타워,10486,37.6189688695,126.8447829627
고양시,레인보우의료생활협동조합 일산마디메디의원,20150527,운영중,,0,,1,0,"가정의학과, 재활의학과, 마취통증의학과, 신경외과, 정형외과, 내과",395.15,"경기도 고양시 일산서구 중앙로 1421 (주엽동, 농협빌딩 3층)",경기도 고양시 일산서구 주엽동 106번지 농협빌딩 3층,10386,37.6694411443,126.7620073848
고양시,뮤즈의원,20150612,운영중,,0,,2,0,피부과,210.24,"경기도 고양시 일산동구 중앙로1261번길 55, 402호 (장항동, 효산캐슬)",경기도 고양시 일산동구 장항동 861번지 효산캐슬 402호,410837,37.6575806801,126.7708543835
고양시,차내과의원,20150622,운영중,,0,,1,0,"가정의학과, 재활의학과, 비뇨기과, 피부과, 이비인후과, 안과, 소아청소년과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",109.18,"경기도 고양시 덕양구 도래울로 103, 3층 304호 (도내동, 대영프라자)",경기도 고양시 덕양구 도내동 958번지 대영프라자 3층 304호,10551,37.6348773918,126.8712888763
고양시,고양복지의료소비자생활협동조합꽃보다아름다운의원,20150810,운영중,,0,,7,0,"가정의학과, 내과",621.9,"경기도 고양시 일산동구 고봉로 278, 2~3층 (중산동, 성창빌딩)",경기도 고양시 일산동구 중산동 1662번지 8호 성창빌딩 2~3층,10338,37.6840972354,126.7781254115
고양시,연세엘내과의원,20150825,운영중,,0,,3,0,"이비인후과, 소아청소년과, 내과",555.1,"경기도 고양시 덕양구 동세로 63, 4층 (삼송동, 강남프라자)",경기도 고양시 덕양구 삼송동 337번지 4호,10588,37.6481325706,126.8843152860
고양시,송영득엔도내과의원,20150908,운영중,,0,,2,0,"소아청소년과, 내과",176.4,"경기도 고양시 일산동구 중앙로 1080, 301호 (백석동, 남정골드프라자)",경기도 고양시 일산동구 백석동 1288번지 2호 301호,10447,37.6456451275,126.7852535692
고양시,일산비타민의원,20150803,운영중,,0,,1,0,피부과,314.19,"경기도 고양시 일산서구 중앙로 1426, 501호 (주엽동, 일송노브레스)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 501호,10386,37.6702699540,126.7619424818
고양시,화정쁨의원,20160127,운영중,,0,,4,0,피부과,360.97,"경기도 고양시 덕양구 화중로 72, 903호 (화정동, 케이탑리츠 화정빌딩)",경기도 고양시 덕양구 화정동 970번지 2호 케이탑리츠 화정빌딩 903호,10500,37.6336376213,126.8310539561
고양시,키즈원 소아청소년과 의원,20160112,운영중,,0,,1,0,"내과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 가정의학과",109.3,"경기도 고양시 덕양구 도래울로 104, 402호 (도내동, KB골든타워)",경기도 고양시 덕양구 도내동 964번지 KB골든타워 402호,10551,37.6344305485,126.8720066620
고양시,일산바로선의원,20160111,운영중,,0,,2,0,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",273.65,"경기도 고양시 일산동구 무궁화로 32-21, 9층 901~4호 (장항동, 메탈릭타워)",경기도 고양시 일산동구 장항동 776번지 1호 메탈릭타워 901~4호,10401,37.6620333328,126.7694162830
고양시,미앤지의원,20151210,운영중,,0,,1,0,"성형외과, 피부과, 가정의학과",217.84,"경기도 고양시 일산동구 일산로 46, 405호 (백석동, 남정씨티프라자)",경기도 고양시 일산동구 백석동 1308번지,10449,37.6423442708,126.7879035396
고양시,나눔가정의학과의원,20040315,운영중,,0,,1,0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨기과, 가정의학과",172.83,경기도 고양시 덕양구 행신로143번길 72-1 (행신동),경기도 고양시덕양구 행신동 634번지 35호,412220,37.6226521073,126.8313563838
고양시,이애현산부인과의원,19860311,운영중,,0,,1,0,산부인과,195,경기도 고양시 덕양구 고양대로 1359-24 (성사동),경기도 고양시 덕양구 성사동 701번지 10호,412807,37.6556691256,126.8363773985
고양시,심욱섭소아과의원,19860522,운영중,,0,,1,0,소아청소년과,111.54,"경기도 고양시 덕양구 마상로154번길 68, 2층 (성사동)",경기도 고양시 덕양구 성사동 696번지 2호 금강빌딩 2층,412807,37.6565015564,126.8369481762
고양시,서이비인후과의원,19880507,운영중,,0,,1,0,이비인후과,120.28,"경기도 고양시 덕양구 호국로790번길 17, 407호 (성사동, 영프라자)",경기도 고양시 덕양구 성사동 697번지 14호 영프라자 407호,412807,37.6562959816,126.8372561024
고양시,조은정형외과의원,20170221,운영중,,0,,1,0,"내과, 신경과, 정형외과, 소아청소년과, 피부과, 비뇨기과, 영상의학과, 재활의학과",184.2,"경기도 고양시 일산서구 중앙로 1493 (주엽동, 에비뉴상가 2층)",경기도 고양시 일산서구 주엽동 138번지 에비뉴상가 2층,10379,37.6721546022,126.7549161096
고양시,리다이비인후과의원,20170726,운영중,,1,,1,1,"내과, 소아청소년과, 이비인후과",165,"경기도 고양시 덕양구 권율대로 885, 3층 305호 (신원동, 태웅PLAZA)",경기도 고양시 덕양구 신원동 621번지 3호 태웅프라자 305호,10568,37.6632726839,126.8890882949
고양시,후곡필정형외과의원,19990424,운영중,,0,,1,0,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 소아청소년과, 비뇨의학과, 재활의학과",231.36,"경기도 고양시 일산서구 일산로 549, 2층 (일산동, 오리온프라자)",경기도 고양시일산서구 일산동 1085번지 오리온프라자 2층 일부,411313,37.6777458072,126.7669034690
고양시,스무살의원,20140820,운영중,,0,,2,0,피부과,214.15,"경기도 고양시 일산동구 정발산로 24, A-403호 (장항동, 웨스턴돔)",경기도 고양시 일산동구 장항동 867번지 웨스턴돔 A-403호,410838,37.6558930852,126.7719705633
고양시,레이퀸의원,20140825,운영중,,0,,1,0,"피부과, 성형외과",140,"경기도 고양시 일산서구 호수로 817, 218,219호 (대화동, 레이킨스몰)","경기도 고양시 일산서구 대화동 2602번지 레이킨스몰 218,219호",411410,37.6679786706,126.7516242854
고양시,더드림의원,20140911,운영중,,0,,2,0,피부과,297.99,"경기도 고양시 일산동구 정발산로 33, 402~4호 (장항동, 낙원프라자)",경기도 고양시 일산동구 장항동 856번지 3호 낙원프라자 402~4호,410837,37.6571675824,126.7725589823
고양시,오킴스피부과의원,20040913,운영중,,0,,4,0,피부과,1112.75,경기도 고양시 일산동구 강석로 123 (마두동),경기도 고양시 일산동구 마두동 뉴삼창마트 A동 10층,410811,37.6519060465,126.7787885741
고양시,일산연합의원,20050309,운영중,,0,,1,0,가정의학과,156,"경기도 고양시 일산동구 공릉천로 32, 2층 (사리현동)",경기도 고양시 일산동구 사리현동 127-4.2층,410530,37.6962300351,126.8446707715
고양시,바른신경외과의원,20160909,운영중,,0,,4,0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 재활의학과",454.16,"경기도 고양시 덕양구 권율대로 893, 3층 304, 305, 306, 307호 (신원동, 파스텔 시티)",경기도 고양시 덕양구 신원동 620번지 1호 파스텔시티 3층,10568,37.6636733008,126.8898673416
고양시,민트산부인과의원,20161101,운영중,,0,,1,0,산부인과,144,"경기도 고양시 일산동구 정발산로 47, 303호 (장항동, 웅신아트)",경기도 고양시 일산동구 장항동 847번지 웅신아트 303호,10402,37.6577605332,126.7737095861
고양시,일산의원,19930210,운영중,,0,,1,0,"비뇨기과, 피부과",57,"경기도 고양시 일산서구 고양대로 691, 303호 (일산동, 한더빌딩)",경기도 고양시 일산서구 일산동 644한더빌딩303호,10341,37.6839669572,126.7730571849
고양시,해오름안과의원,19930226,운영중,,0,,1,0,"성형외과, 안과",263.83,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 403~405호)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 403~5호,10386,37.6702699540,126.7619424818
고양시,일산유내과의원,19930412,운영중,,0,,1,0,"소아청소년과, 내과",126.35,"경기도 고양시 일산서구 원일로 69, 302호 (일산동, 씨티프라자)",경기도 고양시 일산서구 일산동 606-1.씨티프라자302호,10350,37.6867611829,126.7701604969
고양시,유승주이비인후과의원,20011114,운영중,,0,,1,0,이비인후과,104,"경기도 고양시 덕양구 호국로 778-28, 4층 (성사동, 성산빌딩)",경기도 고양시 덕양구 성사동 701번지 4층,10464,37.6558351810,126.8370561342
고양시,연세가족사랑의원,20020105,운영중,,0,,1,0,"정형외과, 비뇨기과, 피부과, 이비인후과, 소아청소년과, 내과, 외과, 가정의학과",105.8,"경기도 고양시 덕양구 백양로 71, 202호 (화정동, 삼라마이다스빌)",경기도 고양시 덕양구 화정동 977번지 1호 마이다스빌 202호,10500,37.6321102135,126.8335043050
고양시,열린의원,20020306,운영중,,0,,1,0,내과,130.1,"경기도 고양시 덕양구 통일로 773, 3층 (관산동)",경기도 고양시 덕양구 관산동 226번지 1호 3층,10287,37.6874780406,126.8644029938
고양시,윤기주내과의원,19960207,운영중,,0,,1,0,내과,127.91,"경기도 고양시 덕양구 행신로 151, 3층 (행신동, 양일빌딩)",경기도 고양시 덕양구 행신동 616번지 1호 618-5 3층,412824,37.6194198897,126.8319858946
고양시,이종수이비인후과의원,19960418,운영중,,1,,1,1,이비인후과,129.93,"경기도 고양시 덕양구 화정로 53, 402호 (화정동, 새롬프라자5차)",경기도 고양시 덕양구 화정동 969번지 1호 새롬프라자 4층,412756,37.6352288909,126.8319237237
고양시,황성진성형외과의원,19960516,운영중,,0,,1,0,성형외과,177.2,경기도 고양시 덕양구 화정로 53-1 (화정동),경기도 고양시 덕양구 화정동 969번지 1호 새롬프라자5차 503호,412734,37.6354838809,126.8323861264
고양시,유내과의원,19960708,운영중,,0,,2,0,내과,167.17,"경기도 고양시 덕양구 화정로 53, 405호 (화정동, 새롬프라자 5차)",경기도 고양시 덕양구 화정동 969번지 1호 새롬프라자 5차 405호,412756,37.6352288909,126.8319237237
고양시,이승희한건수의원,19960829,운영중,,0,,2,0,"안과, 이비인후과, 피부과, 내과, 가정의학과, 소아청소년과",112.46,"경기도 고양시 덕양구 화중로 220, 201,202,203호 (화정동, 달빛마을 부영상가)",경기도 고양시 덕양구 화정동 851번지 부영상가 2층,412826,37.6464752212,126.8347135465
고양시,강혜승산부인과의원,19970121,운영중,,0,,1,0,"산부인과, 가정의학과",114,"경기도 고양시 덕양구 화신로260번길 57 (화정동, 요진타워 307,308호)","경기도 고양시 덕양구 화정동 973번지 요진타워 307,308호",412705,37.6336291576,126.8327427261
고양시,신한안과의원,19970408,운영중,,0,,1,0,안과,64.32,"경기도 고양시 덕양구 화신로260번길 57 (화정동, 요진타워)",경기도 고양시 덕양구 화정동 973번지 요진타워 306,412746,37.6336291576,126.8327427261
고양시,한경숙내과의원,20170228,운영중,,0,,1,0,"내과, 소아청소년과",204.95,"경기도 고양시 일산동구 중앙로 1036, 3층 일부호 (백석동, 베스트 고양터미널)",경기도 고양시 일산동구 백석동 1242번지,10450,37.6431934574,126.7897203592
고양시,서울성모안과의원,20170407,운영중,,0,,1,0,안과,236.9,"경기도 고양시 덕양구 삼송로 12, 4층 401, 402호 (원흥동, 반도유스퀘어)","경기도 고양시 덕양구 원흥동 629번지 1호 반도유스퀘어 401, 호",10564,37.6496187083,126.8755403087
고양시,탄현정형외과의원,19990827,운영중,,0,,2,0,"외과, 정형외과, 신경외과, 비뇨의학과",242.69,"경기도 고양시 일산서구 탄중로233번길 25 (탄현동, 1490-1,2번지 양우프라자1,3층)",경기도 고양시 일산서구 탄현동 1490번지 1호 양우프라자 1층,411320,37.6946221015,126.7703897026
고양시,웰빙내과의원,19991129,운영중,,0,,1,0,"비뇨기과, 신경외과, 정형외과, 외과, 내과",229.4,"경기도 고양시 일산서구 중앙로 1426, 6층 (주엽동, 일송노블레스)",경기도 고양시 일산서구 주엽동 66-1.일송노블레스6층,10386,37.6702699540,126.7619424818
고양시,한사랑속편한내과의원,20090219,운영중,,0,,6,0,"이비인후과, 소아청소년과, 내과",580.88,"경기도 고양시 일산서구 중앙로 1416, 501호 (주엽동, 한사랑빌딩)",경기도 고양시 일산서구 주엽1동 71번지 2호 한사랑빌딩 501호,411371,37.6698076770,126.7629675680
고양시,우리재활의학과의원,20090302,운영중,,0,,1,0,"내과, 신경과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨기과, 재활의학과",222,"경기도 고양시 일산서구 중앙로 1437, 406,407호 (주엽동, 화성프라자)","경기도 고양시 일산서구 주엽2동 109번지 화성프라자 406호,407호",411838,37.6700536432,126.7605045697
고양시,두리이비인후과의원,20090303,운영중,,3,,2,2,"이비인후과, 가정의학과, 소아청소년과, 내과",227.12,"경기도 고양시 일산동구 고양대로 739 (중산동,외1필지 201, 202호, 203호일부)","경기도 고양시 일산동구 중산동 1667번지 6호 외1필지 201, 202호, 203호일부",410831,37.6828819133,126.7783640092
고양시,무지개성모안과의원,20090326,운영중,,0,,5,0,안과,275.13,"경기도 고양시 일산서구 중앙로 1573, 501~3호 (대화동, 킨텍스프라자)",경기도 고양시 일산서구 대화동 2220번지 1호 킨텍스프라자 501~3호,411805,37.6759530164,126.7470082329
고양시,다사랑이비인후과의원,20090416,운영중,,0,,1,0,이비인후과,112.83,"경기도 고양시 덕양구 중앙로 452, 301호 (행신동, 메디스타원)",경기도 고양시 덕양구 행신동 1082번지 1호 행신2지구 17블럭 메디스타워 301호,10486,37.6185477163,126.8452285768
고양시,바른의료소비자생활협동조합해피라인의원,20100617,운영중,,0,,2,0,"피부과, 가정의학과, 내과",438.69,"경기도 고양시 덕양구 화신로260번길 66, 5층 (화정동, 한빛 하이죤)",경기도 고양시 덕양구 화정동 975번지 한빛 하이죤,10500,37.6336959632,126.8333994734
고양시,김원섭내과의원,20000518,운영중,,0,,1,0,"예방의학과, 가정의학과, 재활의학과, 비뇨기과, 이비인후과, 피부과, 외과, 소아청소년과, 내과",99.52,"경기도 고양시 일산서구 산현로 15, 304호 (탄현동, 무광프라자)",경기도 고양시 일산서구 탄현동 1577-4무광프라자304호,10343,37.6896021362,126.7632026979
고양시,탄현서울이비인후과의원,20000602,운영중,,0,,1,0,"소아청소년과, 이비인후과",120.85,"경기도 고양시 일산서구 산현로 15, 205호 (탄현동, 무광프라자)","경기도 고양시 일산서구 탄현동 1577-4,5무광프라자205호",10343,37.6896021362,126.7632026979
고양시,박지훈내과의원,20000701,운영중,,0,,1,0,내과,135.58,"경기도 고양시 일산서구 후곡로 22, 302,303호 (일산동, 신일상가)","경기도 고양시 일산서구 일산동 1059.신일상가302,303호",10375,37.6791234131,126.7637826444
고양시,임마누엘피부과의원,20030414,운영중,,0,,3,0,피부과,114.35,"경기도 고양시 덕양구 중앙로 554, 4층 405,406호 (행신동, 희성프라자)","경기도 고양시 덕양구 행신동 950번지 희성프라자 4층 405,406",10495,37.6236962230,126.8358911675
고양시,마음공감정신건강의학과의원,20030501,운영중,,0,,1,0,"신경과, 내과, 정신건강의학과",137.49,"경기도 고양시 덕양구 화정로 53, 303호 (화정동, 새롬프라자)",경기도 고양시 덕양구 화정동 969번지 1호,10497,37.6352288909,126.8319237237
고양시,연세민혜원산부인과의원,20031203,운영중,,1,,2,1,산부인과,148.62,"경기도 고양시 덕양구 화중로 76, 501호 (화정동, 대감빌딩)",경기도 고양시 덕양구 화정동 970번지 1호 대감빌딩 501호,10500,37.6339354950,126.8311306207
고양시,안소아청소년과 의원,20040225,운영중,,0,,1,0,소아청소년과,24.59,"경기도 고양시 덕양구 통일로 769-2, 3층 (관산동, 소망빌딩)",경기도 고양시 덕양구 관산동 225번지 1호 3층,10287,37.6874259803,126.8647777149
고양시,행신연세내과의원,20040430,운영중,,0,,1,0,"비뇨기과, 피부과, 이비인후과, 소아청소년과, 내과",102,"경기도 고양시 덕양구 충경로 52, 302호 (행신동, 남정씨티프라자)",경기도 고양시 덕양구 행신동 757번지 1호 302호,10526,37.6152296233,126.8353432858
고양시,능곡예인의원,20040802,운영중,,0,,1,0,"정형외과, 이비인후과, 소아청소년과, 내과, 피부과",175.11,"경기도 고양시 덕양구 지도로103번길 34, 2층 (토당동)",경기도 고양시 덕양구 토당동 837번지 7호 2층,412820,37.6261035867,126.8217722768
고양시,하늘마취통증의학과의원,20040830,운영중,,0,,4,0,마취통증의학과,124.4,"경기도 고양시 덕양구 충장로 140, 403~406호 (행신동, 썬프라자)",경기도 고양시 덕양구 행신동 94번지 썬프라자 403호~406호,10495,37.6247378871,126.8352019698
고양시,나봄가정의학과의원,20091102,운영중,,0,,1,0,"내과, 소아청소년과, 안과, 이비인후과, 피부과, 가정의학과",181.87,"경기도 고양시 일산동구 정발산로 15 (장항동, 드림월드빌딩 202호, 203호)","경기도 고양시 일산동구 장항동 863번지 1호 드림월드프라자 202호, 203호",10402,37.6564338950,126.7705141534
고양시,정마취통증의학과의원,20100715,운영중,,0,,1,0,"가정의학과, 마취통증의학과",137.24,"경기도 고양시 덕양구 호국로 822, 206호 (성사동, 명지캐럿86)",경기도 고양시 덕양구 성사동 501번지 2호 명지캐럿86 206호,10463,37.6585311826,126.8388461306
고양시,황가정의학과의원,19931028,운영중,,0,,1,0,"가정의학과, 산부인과, 소아청소년과, 내과",62.38,경기도 고양시 일산서구 대산로 55 (주엽동),경기도 고양시 일산서구 주엽동 46,10361,37.6712784156,126.7704709124
고양시,일산제일영상의학과의원,19950225,운영중,,0,,1,0,"내과, 영상의학과, 병리과",179.01,"경기도 고양시 일산서구 중앙로 1406, 6층 (주엽동, 한솔코아)",경기도 고양시 일산서구 주엽동 72-2.한솔코아6층,10386,37.6693807341,126.7638789033
고양시,윤가정의학과의원,19950313,운영중,,0,,2,0,가정의학과,89.28,"경기도 고양시 일산서구 일산로 538, 202호 (일산동)",경기도 고양시 일산서구 일산동 1079-4번지 202호,10374,37.6777553834,126.7684456403
고양시,이준기이비인후과의원,19950509,운영중,,0,,1,0,이비인후과,83.61,"경기도 고양시 일산서구 강선로 152, 301호 (일산동, 두레빌딩)",경기도 고양시 일산서구 일산동 1088두레빌딩301호,10360,37.6764752163,126.7698530297
고양시,명안과의원,19950616,운영중,,0,,1,0,안과,54,"경기도 고양시 일산서구 대산로 117 (주엽동, 강선프라자 3층)",경기도 고양시일산서구 주엽동 50번지 강선프라자 3층,411371,37.6739709365,126.7642758021
고양시,서병국이비인후과의원,19950821,운영중,,0,,1,0,이비인후과,127.61,"경기도 고양시 일산서구 강선로 59, 309호 (주엽동, 동신파크빌딩)",경기도 고양시 일산서구 주엽동 72-1동신파크빌딩309호,10386,37.6695275542,126.7642969936
